id,name,region,latitude,longitude,ocean,location,description
02918b39-d126-43bd-9daa-27621b4f3107,Dirty Rock,"Central America, Costa Rica, Cocos Island",5.551234851122659,-87.08115577697754,Pacific Ocean,"Cocos Island, Costa Rica",
05db54a6-5aa2-4a22-8572-06452783de34,Pyramid,"Central America, Costa Rica, Cocos Island",5.506810543504553,-87.08969593048097,Pacific Ocean,"Cocos Island, Costa Rica",
0b7e652e-e4f6-460c-b64c-0c89025f1777,Isla Montegne,"Central America, Costa Rica, Cocos Island",5.521163376544055,-87.0348072052002,Pacific Ocean,"Cocos Island, Costa Rica",
0d9291fb-18ba-49d5-ad25-513acccfa99d,Isla Pejora,"Central America, Costa Rica, Cocos Island",5.553968545601639,-87.05506324768066,Pacific Ocean,"Cocos Island, Costa Rica",
13c13f22-06d1-422a-a361-23f6cc814add,Viking Rock,"Central America, Costa Rica, Cocos Island",5.550380568997962,-87.06467628479005,Pacific Ocean,"Cocos Island, Costa Rica",
281faf6a-3fba-46f1-945f-b57403d3e268,Silverado,"Central America, Costa Rica, Cocos Island",5.543973413621591,-87.0277261734009,Pacific Ocean,"Cocos Island, Costa Rica",
327c435c-f42c-47f8-bcca-72a1e3b671be,Submerged Rock,"Central America, Costa Rica, Cocos Island",5.506810543504553,-87.0553207397461,Pacific Ocean,"Cocos Island, Costa Rica",
40a6bb28-ac56-405a-995c-5fb29e2dcc7b,Manuelita Channel,"Central America, Costa Rica, Cocos Island",5.558880620994571,-87.04963445663454,Pacific Ocean,"Cocos Island, Costa Rica",
4479e495-3ca8-4941-abf3-14895057cacc,Lobster Rock,"Central America, Costa Rica, Cocos Island",5.548928286545379,-87.02909946441652,Pacific Ocean,"Cocos Island, Costa Rica",
4e6d5c0c-9a8a-4688-b321-df3852304844,Bajo Alcyonne,"Central America, Costa Rica, Cocos Island",5.510057048012429,-87.03051567077638,Pacific Ocean,"Cocos Island, Costa Rica",
57e9d434-f022-4378-a2d1-b945df27c039,Bajo Dos Amigos,"Central America, Costa Rica, Cocos Island",5.50288054063598,-87.09604740142824,Pacific Ocean,"Cocos Island, Costa Rica",
740ba521-45f7-4404-9d43-49a3a5c8b358,Manuelita Coral Garden,"Central America, Costa Rica, Cocos Island",5.560717299528745,-87.0446562767029,Pacific Ocean,"Cocos Island, Costa Rica",
7f03cb24-12ec-4d32-a378-737e493dd92b,Tea Cup Rock,"Central America, Costa Rica, Cocos Island",5.50525136069284,-87.06657528877258,Pacific Ocean,"Cocos Island, Costa Rica",
83dc58e8-3132-4acf-baf7-f6adebf05d2c,Wafer Bay,"Central America, Costa Rica, Cocos Island",5.545596566230869,-87.06004142761232,Pacific Ocean,"Cocos Island, Costa Rica","Dive into the pristine waters of Cocos Island, where Wafer Bay offers thrilling encounters with schooling hammerheads and massive manta rays. The steep volcanic walls are draped in vibrant corals, while strong currents attract pelagic action. Expect clear visibility and dramatic drop-offs teeming with white-tip reef sharks and turtles. This remote Pacific site is a haven for advanced adventurers seeking big animal encounters."
9014bf9b-f9e2-49ab-ac2f-001b1f375dda,Punta Maria,"Central America, Costa Rica, Cocos Island",5.531244325359975,-87.0926570892334,Pacific Ocean,"Cocos Island, Costa Rica","Off the coast of Cocos Island, this site offers thrilling drift dives along steep volcanic walls teeming with marine life. Strong currents attract large pelagics like hammerheads, rays, and schooling fish. The dramatic underwater topography features caves and overhangs, often visited by white-tip reef sharks. Visibility is excellent, typically over 30 meters. Suitable for experienced divers due to challenging conditions."
966b78e6-4f9c-479b-8d05-e031a9ac07eb,Shark Fin Rock,"Central America, Costa Rica, Cocos Island",5.498523333185698,-87.08265781402588,Pacific Ocean,"Cocos Island, Costa Rica",
9d127818-5fc8-4cf1-bf9a-0ce89760655e,Bajo Manuelita,"Central America, Costa Rica, Cocos Island",5.563194670796532,-87.04424858093262,Pacific Ocean,"Cocos Island, Costa Rica","A submerged pinnacle off Cocos Island teems with marine life. Schools of hammerhead sharks patrol the deep blue, while white tips rest on sandy patches. Strong currents attract large pelagics—mantas, dolphins, and occasional whale sharks. The rocky outcrop is covered in vibrant corals and sponges. Depth ranges from 15 to 40 meters, best for advanced divers. Visibility often exceeds 30 meters. The site offers thrilling drift dives with dramatic drop-offs. Cocos Island’s remote location ensures pristine conditions."
a8be4f59-9979-4a0d-bab7-543ddf4fd8eb,Big Dos Amigos,"Central America, Costa Rica, Cocos Island",5.512278330346646,-87.10158348083498,Pacific Ocean,"Cocos Island, Costa Rica",
aea34551-91c7-43af-bea9-f57c0c85b602,Hunter Ridge,"Central America, Costa Rica, Cocos Island",5.523726345898821,-87.03073024749757,Pacific Ocean,"Cocos Island, Costa Rica",
b5f244fb-62bf-4eb9-b597-ff570da4b1b0,Small Dos Amigos,"Central America, Costa Rica, Cocos Island",5.508006626176618,-87.10287094116211,Pacific Ocean,"Cocos Island, Costa Rica",
b6464e84-a19f-49e2-98cf-f5c774147ac7,Isla Manuelita,"Central America, Costa Rica, Cocos Island",5.562852965034961,-87.04974174499512,Pacific Ocean,"Cocos Island, Costa Rica",
beedf362-be1a-4fff-b404-a27853836c8b,Roca Suzia,"Central America, Costa Rica, Cocos Island",5.509288140653362,-87.05579280853273,Pacific Ocean,"Cocos Island, Costa Rica","A submerged pinnacle off Cocos Island teems with hammerhead sharks, rays, and large pelagics. Strong currents create thrilling drift dives along steep walls, where schools of fish swirl in the blue. Visibility often exceeds 30 meters, revealing dramatic rock formations covered in vibrant corals. This remote site offers pristine conditions and frequent encounters with marine predators."
d5e1b4e3-e897-43c9-b896-957cca663489,The Arch,"Central America, Costa Rica, Cocos Island",5.532013204240713,-87.02446460723878,Pacific Ocean,"Cocos Island, Costa Rica",
f1a26f0d-382b-4cf5-a53f-865f994d561a,Manta Corner,"Central America, Costa Rica, Cocos Island",5.496558307623292,-87.07064151763917,Pacific Ocean,"Cocos Island, Costa Rica",
