id,name,region,latitude,longitude,ocean,location,description
07a2d168-df47-4ae5-8d08-9a2d4e189f8e,Taket Malang,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.336730301614926,116.0773801803589,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
104cd1b9-4e83-425d-a5fb-6cf87457ee58,Hans Reef,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.346142367435476,116.0908049596658,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
1158016e-1d05-48a5-94e6-df2a90b2afd0,Simons Reef,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.340679234620998,116.0591840744019,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
11819512-bb00-4ff2-8e99-be5cb9dbe4b8,Bio Rock,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.361909372827297,116.0430479049683,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
1e4a25e5-cf0a-49c0-927e-8fcfbca01e9d,Sunset Point,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.360380841469444,116.022834777832,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
21d89685-c1e5-4eb4-a067-9e88361f5921,Stingray,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.360550678582944,116.0454940795899,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
2360f95e-1113-46bc-8851-81a20bed342d,Jack Point,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.34021215860382,116.0276412963867,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
239552cb-326e-4728-a730-006fffbddb59,Gili Renggit Timur,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Anyaran",-8.719248961946763,115.9184217453003,"Pacific Ocean, Bali Sea, Lombok Strait","Gili Anyaran, Gili Islands",
2d75b5ba-3169-4a39-b695-63645b07ce39,Mirkos,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.357716512068277,116.0714900493622,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands","A vibrant reef slopes gently to 18 meters, teeming with colorful coral and schools of tropical fish. Turtles frequently glide past, and occasional reef sharks patrol deeper sections. The sandy bottom near the shore transitions to healthy hard corals, perfect for macro photography. Visibility is excellent, often exceeding 20 meters. Currents are mild, making it ideal for beginners. The site sits just off Gili Air, offering easy access from shore or boat."
30345935-48e8-4162-bd63-b11fb8261e59,Halik And Deep Halik,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.336772763472304,116.0319328308106,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
37b1e196-7441-49e9-a1c7-c1c2dedce20b,Shallow Turbo,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.34123123283067,116.0457944869995,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
3bf5513d-0c67-4a78-a9ec-d22f6a23f5b5,Takat Penyu,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.34475551070907,116.0948038101196,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
4656ec09-6c8f-445e-a2be-a52108bc75ff,Shark Point,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.343226912159876,116.0260105133057,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands","Shark Point off Gili Trawangan offers thrilling drift dives along a vibrant coral wall teeming with reef sharks, turtles, and schools of barracuda. Strong currents attract pelagics, making it ideal for advanced divers. The steep drop-off reveals stunning soft corals and occasional manta rays. Visibility often exceeds 30 meters, with depths ranging from 10 to 40 meters. A must-dive for adrenaline seekers and marine life enthusiasts."
4e171228-e74c-4a35-a27c-23d1a5b2ae68,Scally Reef,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.35675055547852,116.045150756836,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
52c11d2f-7996-4c12-92de-aaa2ae77de1a,Gili Air Harbor,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.366155261813237,116.0830235481262,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
53335126-62e2-4668-a197-17ca4c588b57,Good Heart,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.348407138583015,116.0444211959839,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan","Gili Trawangan, Gili Islands","A vibrant reef teeming with life, this site offers gentle currents perfect for drift diving. Expect colorful coral gardens, schools of tropical fish, and frequent turtle sightings. The sandy bottom slopes to deeper waters, where occasional reef sharks patrol. Visibility is excellent, often exceeding 20 meters. Ideal for all skill levels, with easy access from shore or boat. The warm, clear waters make it a photographer's dream."
5638e6cc-a7a7-48a8-928a-206cfe21a191,Marlin Hill,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.345307503159573,116.0651063919068,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands","This site off Gili Meno features a sloping reef with vibrant coral gardens and frequent sightings of reef sharks, turtles, and schools of tropical fish. The current is mild, making it ideal for divers of all levels. The sandy bottom transitions to a dramatic drop-off, where larger pelagics like manta rays occasionally pass by. Visibility is excellent, often exceeding 20 meters. The shallow sections are perfect for snorkelers, while deeper areas offer exciting exploration. Night dives reveal octopuses and crustaceans."
56843b3f-fd9c-4a9a-9ad8-7847c511d41e,Meno Corner,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.358576317569652,116.0625529289246,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
5a74e6e2-f695-4aa7-b627-34e68a88b005,Manta Point,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.36522117020565,116.0358381271362,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands",
6965a0cb-2165-4565-b8ab-1b142447a2c4,Hadiah Reef,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Nanggu",-8.714582801870295,116.0037803649902,"Pacific Ocean, Bali Sea, Lombok Strait","Gili Nanggu, Gili Islands",
69c3b8d6-0ee1-4f67-aa63-2ccd4ea686df,Meno Garden,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.360423300754759,116.0549569129944,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
78112e38-ddbf-41bf-8b64-274f5eaa9307,Meno Bounty,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.355200773974067,116.0518884658814,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
810336b6-5d6d-468d-889f-ac7da3977272,Hidden Reef,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.347727768540745,116.0663509368897,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
8345b6ce-f418-41a5-abf5-a9a960533761,Air Wall,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.36224904564843,116.0720908641815,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
8d87180c-8a27-4a43-80da-918976f1c3ec,Scally Slope,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.364117240873288,116.0889565944672,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
911bcec2-1e7d-4e73-984a-cd2b7cade5a0,Deep Turbo,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Trawangan",-8.336645377886326,116.0462665557861,"Pacific Ocean, Bali Sea","Gili Trawangan, Gili Islands","Strong currents sweep divers along a vibrant reef wall teeming with life. Expect schooling jacks, reef sharks, and eagle rays patrolling the blue. Hard and soft corals thrive in the nutrient-rich flow. Depth drops to 30m, best for advanced divers. Visibility often exceeds 20m. Drift diving only—no moorings. Accessible by boat from Gili Trawangan."
a3b1bdb7-5d38-471b-af95-5db43fbaf3f9,Air Slope,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.351952581806767,116.0776805877686,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
c035488b-9f54-4b90-bcf9-bd441eb02e38,Macro-Heaven,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Layar",-8.730574762892422,115.9088373192935,"Pacific Ocean, Bali Sea, Lombok Strait","Gili Layar, Gili Islands","This small island off Lombok offers stunning macro diving with vibrant coral gardens and sandy slopes. Expect rich biodiversity—pygmy seahorses, nudibranchs, and rare crustaceans thrive here. Gentle currents make it ideal for photographers. Visibility is often excellent, with warm water year-round. The shallow reefs are packed with life, while deeper sections reveal occasional reef sharks. A hidden gem for critter lovers."
c6ee5591-818e-46e5-bf46-7df42b9b1b83,Turtle Point/ Turtle City,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.34238830347067,116.0522639751434,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
ca3bffdf-a196-4033-96d6-ab6b20d30031,Gili Renggit Barat,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Anyaran",-8.718867187401935,115.9132719039917,"Pacific Ocean, Bali Sea, Lombok Strait","Gili Anyaran, Gili Islands",
cb7441d7-811e-4f4a-bdfa-f5374f10beec,Secret Garden,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.34944742166928,116.0877871513367,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
df0ee6a5-a8e6-4cb4-b70b-ffc2c1ff0f36,Gili Meno Wall,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.345636575210843,116.0499358177185,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
ecda0145-d9e4-45a0-956d-760bfefb1611,Simon&#039;s Reef,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.340339543027508,116.0740756988525,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands",
f0846307-d547-4be4-af90-869ee7258e71,Bounty Wreck,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.3584277093469,116.0508584976196,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
f3ec7410-df97-4052-98fd-2bc5b2b82133,Hans,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Air",-8.35405435629678,116.0887956619263,"Pacific Ocean, Bali Sea","Gili Air, Gili Islands","This dive site off Gili Air features vibrant coral gardens teeming with reef fish, turtles, and occasional reef sharks. Gentle currents make it ideal for beginners, while deeper sections reveal dramatic drop-offs. The clear Bali Sea waters offer excellent visibility, often exceeding 20 meters. Night dives reveal octopus and crustaceans among the healthy hard corals. The sandy bottom slopes gradually, perfect for relaxed exploration."
f572d4b5-6c62-4afb-854f-a41a4c0ee661,Meno Slope,"Asia, Indonesia, West Nusa Tenggara, Lombok, North Lombok Regency, Pemenang, Gili Islands, Gili Meno",-8.349829565780311,116.0501718521118,"Pacific Ocean, Bali Sea","Gili Meno, Gili Islands",
